Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Status
500423-os-offset-duct-board-adaptor-plate-for-rm-unit,UV-500423-OS Offset Duct Board Adaptor Plate for RM Unit,"<p>Offset Duct Board Adapter Plate for RM Units and FM remote lamps.</p>
<p>Outside Dimensions: ~ 7 7/8"" X 7 1/2"" X 1 1/2""  <br>Recessed Area: ~ 5 1/2"" X 4 5/8"" X 1 3/8""</p>
<p>Notes:</p>
<ul>
<li>This adapter plate is used to mount both UVV lamps (Oxidation Units) and UVC lamps (Germicidal Units) from remote Mount UV Kits in duct board</li>
<li>Each plate accepts 1 lamp (UVV or UVC), so a RM3 installation may require up to 3 offset plates.</li>
<li>It is also used to mount the Remote UVC lamp from an FM3 in duct board</li>
<li>It is not used for installation in metal ductwork</li>
</ul>",Dynamic AQS,Uncategorized,UV Accessories,STS,true,Size,Remote Mount (RM) Units,,,,,,,,UV-500423-OS,1361.003906185,,-252,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/products/OffsetRM_d6e3c893-5ec8-4199-bbac-b25446467e3d.png?v=1612556704,1,,false,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/products/OffsetRM_d6e3c893-5ec8-4199-bbac-b25446467e3d.png?v=1612556704,lb,,active
500423-os-offset-duct-board-adaptor-plate-for-rm-unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/RMOffset1.png?v=1727816432,2,,,,,,,,
500423-os-offset-duct-board-adaptor-plate-for-rm-unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/RMOffset2.png?v=1727816448,3,,,,,,,,
500423-os-offset-duct-board-adaptor-plate-for-rm-units,UV-500423-OS Offset Duct Board Adaptor Plate For RM Units,"<p>Offset Duct Board Adapter Plate for RM Units and FM remote lamps.</p>
<p>Outside Dimensions: ~ 7 7/8"" X 7 1/2"" X 1 1/2""  <br>Recessed Area: ~ 5 1/2"" X 4 5/8"" X 1 3/8""</p>
<p>Notes:</p>
<ul>
<li>This adapter plate is used to mount both UVV lamps (Oxidation Units) and UVC lamps (Germicidal Units) from Remote Mount UV Kits in duct board</li>
<li>Each plate accepts 1 lamp (UVV or UVC), so a RM3 installation may require up to 3 offset plates.</li>
<li>It is also used to mount the remote UVC lamp from an FM3 in duct board</li>
<li>It is not used for installation in metal ductwork</li>
</ul>",Dynamic AQS,Uncategorized,UV Accessories,"ARS, ASV, BIO, CAD, ECO, ENV, NEX, SLA, SNA",true,Size,Remote Mount (RM) Units,,,,,,,,UV-500423-OS,1361.003906185,,-3724,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/products/OffsetRM_08361a44-4c9b-4d7b-9213-d5f691637cab.png?v=1610404350,1,,false,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/products/OffsetRM_08361a44-4c9b-4d7b-9213-d5f691637cab.png?v=1610404350,lb,,active
500423-os-offset-duct-board-adaptor-plate-for-rm-units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/RMOffset1.png?v=1727816432,2,,,,,,,,
500423-os-offset-duct-board-adaptor-plate-for-rm-units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/RMOffset2.png?v=1727816448,3,,,,,,,,
airsana,AIRsana Mini-Split Cleaning Machine,<p>AIRsana complete mini-split cleaning machine with required accessories.</p>,Dynamic AQS,Uncategorized,Pan Strips,"ARS, ASV, BIO, CAD, ECO, NEX, SLA, SNA",true,Title,Default Title,,,,,,,,AS-180,0.0,,-5,deny,manual,true,false,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/AIRsana900x900.jpg?v=1719938108,1,,false,,,,lb,,active
stratos-air-home-rh2-steam-humidifier-ducted-package,StratosAire Home RH2+ Steam Humidifier Ducted Package,"<p>RH2+ self-generating electrode type steam humidifier for ducted applications.</p>
<p>110-240VAC</p>
<p>Package includes:</p>
<p>Duct Mounted Humidifier, Steam Hose Kit, Steam Distributor, Duct Mounted Humidistat, Outdoor Mount Temperature Sensor</p>
<p>For more information, you can view/download the <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-920_RH2_Ducted_Steam_Humidifier_Spec_Sheet.pdf?v=1638210422"">Spec Shee</a><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-920_RH2_Ducted_Steam_Humidifier_Spec_Sheet.pdf?v=1638210411"">t</a> and <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/2601564-A_RH2_Installation_and_Operation_DynamicAir.pdf?v=1638212981"">Install Manual</a>.</p>
<p> </p>",Dynamic AQS,Home & Garden > Household Appliances > Climate Control Appliances > Humidifiers,Humidifiers,STS,true,Title,Default Title,,,,,,,,RH2-DUCT-PKG,0.0,,0,deny,manual,true,false,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/STSHumidDuctPackage900x900.jpg?v=1719937745,1,,false,,,,lb,,active
solace-air-home-rh2-steam-humidifier-ducted-package,SolaceAir Home RH2+ Steam Humidifier Ducted Package,"<p>RH2+ self-generating electrode type steam humidifier for ducted applications.</p>
<p>110-240VAC</p>
<p>Package includes:</p>
<p>Duct Mounted Humidifier, Steam Hose Kit, Steam Distributor, Duct Mounted Humidistat, Outdoor Mount Temperature Sensor</p>
<p>For more information, you can view/download the <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-920_RH2_Ducted_Steam_Humidifier_Spec_Sheet.pdf?v=1638210422"">Spec Shee</a><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-920_RH2_Ducted_Steam_Humidifier_Spec_Sheet.pdf?v=1638210411"">t</a> and <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/2601564-A_RH2_Installation_and_Operation_DynamicAir.pdf?v=1638212981"">Install Manual</a>.</p>
<p> </p>",Dynamic AQS,Home & Garden > Household Appliances > Climate Control Appliances > Humidifiers,Humidifiers,SLA,true,Title,Default Title,,,,,,,,RH2-DUCT-PKG,0.0,,-37,deny,manual,true,false,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/SLAHumidDuctPackage900x900.jpg?v=1719937722,1,,false,,,,lb,,active
pure-air-x-home-rh2-steam-humidifier-ducted-package,Pure Air X Home RH2+ Steam Humidifier Ducted Package,"<p>RH2+ self-generating electrode type steam humidifier for ducted applications.</p>
<p>110-240VAC</p>
<p>Package includes:</p>
<p>Duct Mounted Humidifier, Steam Hose Kit, Steam Distributor, Duct Mounted Humidistat, Outdoor Mount Temperature Sensor</p>
<p>For more information, you can view/download the <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-920_RH2_Ducted_Steam_Humidifier_Spec_Sheet.pdf?v=1638210422"">Spec Shee</a><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-920_RH2_Ducted_Steam_Humidifier_Spec_Sheet.pdf?v=1638210411"">t</a> and <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/2601564-A_RH2_Installation_and_Operation_DynamicAir.pdf?v=1638212981"">Install Manual</a>.</p>
<p> </p>",Dynamic AQS,Home & Garden > Household Appliances > Climate Control Appliances > Humidifiers,Humidifiers,SNA,true,Title,Default Title,,,,,,,,RH2-DUCT-PKG,0.0,,0,deny,manual,true,false,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/SNAHumidDuctPackage900x900.jpg?v=1719937693,1,,false,,,,lb,,active
pristine-air-home-rh2-steam-humidifier-ducted-package,Pristine Air Home RH2+ Steam Humidifier Ducted Package,"<p>RH2+ self-generating electrode type steam humidifier for ducted applications.</p>
<p>110-240VAC</p>
<p>Package includes:</p>
<p>Duct Mounted Humidifier, Steam Hose Kit, Steam Distributor, Duct Mounted Humidistat, Outdoor Mount Temperature Sensor</p>
<p>For more information, you can view/download the <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-920_RH2_Ducted_Steam_Humidifier_Spec_Sheet.pdf?v=1638210422"">Spec Shee</a><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-920_RH2_Ducted_Steam_Humidifier_Spec_Sheet.pdf?v=1638210411"">t</a> and <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/2601564-A_RH2_Installation_and_Operation_DynamicAir.pdf?v=1638212981"">Install Manual</a>.</p>
<p> </p>",Dynamic AQS,Home & Garden > Household Appliances > Climate Control Appliances > Humidifiers,Humidifiers,NEX,true,Title,Default Title,,,,,,,,RH2-DUCT-PKG,0.0,,-7,deny,manual,true,false,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/NEXHumidDuctPackage900x900.jpg?v=1719937667,1,,false,,,,lb,,active
eco-healthy-home-rh2-steam-humidifier-ducted-package,ECO Healthy Home RH2+ Steam Humidifier Ducted Package,"<p>RH2+ self-generating electrode type steam humidifier for ducted applications.</p>
<p>110-240VAC</p>
<p>Package includes:</p>
<p>Duct Mounted Humidifier, Steam Hose Kit, Steam Distributor, Duct Mounted Humidistat, Outdoor Mount Temperature Sensor</p>
<p>For more information, you can view/download the <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-920_RH2_Ducted_Steam_Humidifier_Spec_Sheet.pdf?v=1638210422"">Spec Shee</a><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-920_RH2_Ducted_Steam_Humidifier_Spec_Sheet.pdf?v=1638210411"">t</a> and <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/2601564-A_RH2_Installation_and_Operation_DynamicAir.pdf?v=1638212981"">Install Manual</a>.</p>
<p> </p>",Dynamic AQS,Home & Garden > Household Appliances > Climate Control Appliances > Humidifiers,Humidifiers,ECO,true,Title,Default Title,,,,,,,,RH2-DUCT-PKG,0.0,,0,deny,manual,true,false,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ECOHumidDuctPackage900x900.jpg?v=1719937623,1,,false,,,,lb,,active
clean-air-defense-system-rh2-steam-humidifier-ducted-package,Clean Air Defense System RH2+ Steam Humidifier Ducted Package,"<p>RH2+ self-generating electrode type steam humidifier for ducted applications.</p>
<p>110-240VAC</p>
<p>Package includes:</p>
<p>Duct Mounted Humidifier, Steam Hose Kit, Steam Distributor, Duct Mounted Humidistat, Outdoor Mount Temperature Sensor</p>
<p>For more information, you can view/download the <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-920_RH2_Ducted_Steam_Humidifier_Spec_Sheet.pdf?v=1638210422"">Spec Shee</a><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-920_RH2_Ducted_Steam_Humidifier_Spec_Sheet.pdf?v=1638210411"">t</a> and <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/2601564-A_RH2_Installation_and_Operation_DynamicAir.pdf?v=1638212981"">Install Manual</a>.</p>
<p> </p>",Dynamic AQS,Home & Garden > Household Appliances > Climate Control Appliances > Humidifiers,Humidifiers,CAD,true,Title,Default Title,,,,,,,,RH2-DUCT-PKG,0.0,,-4,deny,manual,true,false,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/CADSHumidDuctPackage900x900.jpg?v=1719937559,1,,false,,,,lb,,active
ars-rh2-steam-humidifier-ducted-package,ARS RH2+ Steam Humidifier Ducted Package,"<p>RH2+ self-generating electrode type steam humidifier for ducted applications.</p>
<p>110-240VAC</p>
<p>Package includes:</p>
<p>Duct Mounted Humidifier, Steam Hose Kit, Steam Distributor, Duct Mounted Humidistat, Outdoor Mount Temperature Sensor</p>
<p>For more information, you can view/download the <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-920_RH2_Ducted_Steam_Humidifier_Spec_Sheet.pdf?v=1638210422"">Spec Shee</a><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-920_RH2_Ducted_Steam_Humidifier_Spec_Sheet.pdf?v=1638210411"">t</a> and <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/2601564-A_RH2_Installation_and_Operation_DynamicAir.pdf?v=1638212981"">Install Manual</a>.</p>
<p> </p>",Dynamic AQS,Home & Garden > Household Appliances > Climate Control Appliances > Humidifiers,Humidifiers,ARS,true,Title,Default Title,,,,,,,,RH2-DUCT-PKG,0.0,,0,deny,manual,true,false,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARSHumidDuctPackage900x900.jpg?v=1719937538,1,,false,,,,lb,,active
aireserv-rh2-steam-humidifier-ducted-package,AireServ RH2+ Steam Humidifier Ducted Package,"<p>RH2+ self-generating electrode type steam humidifier for ducted applications.</p>
<p>110-240VAC</p>
<p>Package includes:</p>
<p>Duct Mounted Humidifier, Steam Hose Kit, Steam Distributor, Duct Mounted Humidistat, Outdoor Mount Temperature Sensor</p>
<p>For more information, you can view/download the <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-920_RH2_Ducted_Steam_Humidifier_Spec_Sheet.pdf?v=1638210422"">Spec Shee</a><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARS-920_RH2_Ducted_Steam_Humidifier_Spec_Sheet.pdf?v=1638210411"">t</a> and <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/2601564-A_RH2_Installation_and_Operation_DynamicAir.pdf?v=1638212981"">Install Manual</a>.</p>
<p> </p>",Dynamic AQS,Home & Garden > Household Appliances > Climate Control Appliances > Humidifiers,Humidifiers,ASV,true,Title,Default Title,,,,,,,,RH2-DUCT-PKG,0.0,,-17,deny,manual,true,false,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASVHumidDuctPackage900x900.jpg?v=1719937488,1,,false,,,,lb,,active
stratos-air-rh2-steam-humidifier-space-unit-package,StratosAire RH2+ Steam Humidifier Space Unit Package,"<p>RH2+ self-generating electrode type steam humidifier for wall-mounting inside the space with integral blower.</p>
<p>110-240VAC</p>
<p>Package includes:</p>
<p>Wall Mounted Space Humidifier, Wall Mounted Humidistat, Outdoor Mount Temperature Sensor </p>
<p>For more information, you can view/download the <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-921_RH2_Space_Steam_Humidifier_Spec_Sheet.pdf?v=1638212893"">Spec Sheet</a> and <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/2601564-A_RH2_Installation_and_Operation_DynamicAir.pdf?v=1638212981"">Install Manual</a>.</p>
<p> </p>",Dynamic AQS,Home & Garden > Household Appliances > Climate Control Appliances > Humidifiers,Humidifiers,STS,true,Title,Default Title,,,,,,,,RH2-SPACE-PKG,0.0,,0,deny,manual,true,false,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/STSHumidSpacePackage900x900.jpg?v=1719936446,1,,false,,,,lb,,active
solace-air-rh2-steam-humidifier-space-unit-package,SolaceAir RH2+ Steam Humidifier Space Unit Package,"<p>RH2+ self-generating electrode type steam humidifier for wall-mounting inside the space with integral blower.</p>
<p>110-240VAC</p>
<p>Package includes:</p>
<p>Wall Mounted Space Humidifier, Wall Mounted Humidistat, Outdoor Mount Temperature Sensor </p>
<p>For more information, you can view/download the <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-921_RH2_Space_Steam_Humidifier_Spec_Sheet.pdf?v=1638212893"">Spec Sheet</a> and <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/2601564-A_RH2_Installation_and_Operation_DynamicAir.pdf?v=1638212981"">Install Manual</a>.</p>
<p> </p>",Dynamic AQS,Home & Garden > Household Appliances > Climate Control Appliances > Humidifiers,Humidifiers,SLA,true,Title,Default Title,,,,,,,,RH2-SPACE-PKG,0.0,,0,deny,manual,true,false,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/SLAHumidSpacePackage900x900.jpg?v=1719936405,1,,false,,,,lb,,active
puer-air-x-rh2-steam-humidifier-space-unit-package,Pure Air X RH2+ Steam Humidifier Space Unit Package,"<p>RH2+ self-generating electrode type steam humidifier for wall-mounting inside the space with integral blower.</p>
<p>110-240VAC</p>
<p>Package includes:</p>
<p>Wall Mounted Space Humidifier, Wall Mounted Humidistat, Outdoor Mount Temperature Sensor </p>
<p>For more information, you can view/download the <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-921_RH2_Space_Steam_Humidifier_Spec_Sheet.pdf?v=1638212893"">Spec Sheet</a> and <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/2601564-A_RH2_Installation_and_Operation_DynamicAir.pdf?v=1638212981"">Install Manual</a>.</p>
<p> </p>",Dynamic AQS,Home & Garden > Household Appliances > Climate Control Appliances > Humidifiers,Humidifiers,SNA,true,Title,Default Title,,,,,,,,RH2-SPACE-PKG,0.0,,0,deny,manual,true,false,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/SNAHumidSpacePackage900x900_e19ff8f2-b46f-403d-b173-2067409fdf61.jpg?v=1719936612,1,,false,,,,lb,,active
pristine-air-rh2-steam-humidifier-space-unit-package,Pristine Air RH2+ Steam Humidifier Space Unit Package,"<p>RH2+ self-generating electrode type steam humidifier for wall-mounting inside the space with integral blower.</p>
<p>110-240VAC</p>
<p>Package includes:</p>
<p>Wall Mounted Space Humidifier, Wall Mounted Humidistat, Outdoor Mount Temperature Sensor </p>
<p>For more information, you can view/download the <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-921_RH2_Space_Steam_Humidifier_Spec_Sheet.pdf?v=1638212893"">Spec Sheet</a> and <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/2601564-A_RH2_Installation_and_Operation_DynamicAir.pdf?v=1638212981"">Install Manual</a>.</p>
<p> </p>",Dynamic AQS,Home & Garden > Household Appliances > Climate Control Appliances > Humidifiers,Humidifiers,NEX,true,Title,Default Title,,,,,,,,RH2-SPACE-PKG,0.0,,-2,deny,manual,true,false,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/NEXHumidSpacePackage900x900.jpg?v=1719936356,1,,false,,,,lb,,active
pristine-air-rh2-steam-humidifier-space-unit-package,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/SNAHumidSpacePackage900x900.jpg?v=1719936375,2,,,,,,,,
eco-healthy-home-rh2-steam-humidifier-space-unit-package,Eco Healthy Home RH2+ Steam Humidifier Space Unit Package,"<p>RH2+ self-generating electrode type steam humidifier for wall-mounting inside the space with integral blower.</p>
<p>110-240VAC</p>
<p>Package includes:</p>
<p>Wall Mounted Space Humidifier, Wall Mounted Humidistat, Outdoor Mount Temperature Sensor </p>
<p>For more information, you can view/download the <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-921_RH2_Space_Steam_Humidifier_Spec_Sheet.pdf?v=1638212893"">Spec Sheet</a> and <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/2601564-A_RH2_Installation_and_Operation_DynamicAir.pdf?v=1638212981"">Install Manual</a>.</p>
<p> </p>",Dynamic AQS,Home & Garden > Household Appliances > Climate Control Appliances > Humidifiers,Humidifiers,ECO,true,Title,Default Title,,,,,,,,RH2-SPACE-PKG,0.0,,0,deny,manual,true,false,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ECOHumidSpacePackage900x900.jpg?v=1719936227,1,,false,,,,lb,,active
clean-air-defense-system-rh2-steam-humidifier-space-unit-package,Clean Air Defense System RH2+ Steam Humidifier Space Unit Package,"<p>RH2+ self-generating electrode type steam humidifier for wall-mounting inside the space with integral blower.</p>
<p>110-240VAC</p>
<p>Package includes:</p>
<p>Wall Mounted Space Humidifier, Wall Mounted Humidistat, Outdoor Mount Temperature Sensor </p>
<p>For more information, you can view/download the <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-921_RH2_Space_Steam_Humidifier_Spec_Sheet.pdf?v=1638212893"">Spec Sheet</a> and <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/2601564-A_RH2_Installation_and_Operation_DynamicAir.pdf?v=1638212981"">Install Manual</a>.</p>
<p> </p>",Dynamic AQS,Home & Garden > Household Appliances > Climate Control Appliances > Humidifiers,Humidifiers,CAD,true,Title,Default Title,,,,,,,,RH2-SPACE-PKG,0.0,,0,deny,manual,true,false,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/CADSHumidSpacePackage900x900.jpg?v=1719936178,1,,false,,,,lb,,active
ars-rh2-steam-humidifier-space-unit-package-copy,ARS RH2+ Steam Humidifier Space Unit Package,"<p>RH2+ self-generating electrode type steam humidifier for wall-mounting inside the space with integral blower.</p>
<p>110-240VAC</p>
<p>Package includes:</p>
<p>Wall Mounted Space Humidifier, Wall Mounted Humidistat, Outdoor Mount Temperature Sensor </p>
<p>For more information, you can view/download the <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-921_RH2_Space_Steam_Humidifier_Spec_Sheet.pdf?v=1638212893"">Spec Sheet</a> and <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/2601564-A_RH2_Installation_and_Operation_DynamicAir.pdf?v=1638212981"">Install Manual</a>.</p>
<p> </p>",Dynamic AQS,Home & Garden > Household Appliances > Climate Control Appliances > Humidifiers,Humidifiers,ARS,true,Title,Default Title,,,,,,,,RH2-SPACE-PKG,0.0,,0,deny,manual,true,false,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ARSHumidSpacePackage900x900.jpg?v=1719936113,1,,false,,,,lb,,active
aireserv-rh2-steam-humidifier-space-unit-package,AireServ RH2+ Steam Humidifier Space Unit Package,"<p>RH2+ self-generating electrode type steam humidifier for wall-mounting inside the space with integral blower.</p>
<p>110-240VAC</p>
<p>Package includes:</p>
<p>Wall Mounted Space Humidifier, Wall Mounted Humidistat, Outdoor Mount Temperature Sensor <br></p>
<p>For more information, you can view/download the <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-921_RH2_Space_Steam_Humidifier_Spec_Sheet.pdf?v=1638212893"">Spec Sheet</a> and <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/2601564-A_RH2_Installation_and_Operation_DynamicAir.pdf?v=1638212981"">Install Manual</a>.</p>
<p> </p>",Dynamic AQS,Home & Garden > Household Appliances > Climate Control Appliances > Humidifiers,Humidifiers,ASV,true,Title,Default Title,,,,,,,,RH2-SPACE-PKG,0.0,,0,deny,manual,true,false,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASVHumidSpacePackage900x900.jpg?v=1719935867,1,,false,,,,lb,,active
enviroaire-hp-300-300-cfm-bypass-hepa-system,"EnviroAire IAQ HP-300, 300 CFM Bypass HEPA System","<p>300 CFM Bypass HEPA System with 1.5 inch pre-filter and 2 inch HEPA.</p>
<p>Options ordered separately</p>
<ul>
<li><a href=""/collections/hepa/products/hepa-collar-mount-kit"">8"" Collars for remote mount</a></li>
<li><a href=""https://www.dynamiconlineorders.com/collections/hepa/products/activated-carbon-edge-panel"">Activated Carbon Insert</a></li>
</ul>
<p> </p>",Dynamic AQS,Uncategorized,HEPA,ENV,true,Title,Default Title,,,,,,,,HP-300,0.0,,-13,deny,manual,false,false,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/EnviroHEPA.png?v=1715113429,1,,false,,,,lb,,active
enviroaire-sterile-sweep®-fixed-mount-fm1-germicidal-uvc-system,EnviroAire IAQ Fixed Mount - FM1 Germicidal UVC System,"<p>- Fixed Mount UVC unit with 12"" and 16"" sizes available<br>- Lifetime warranty on all electric components<br>- Auto sensing ballast automatically compensates 120-277VAC 50/60Hz<br>- Suitable for up to a 10-ton AHU</p>
<p style=""text-decoration: underline;"">Notes</p>
<p>For more information, see our <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/Generic_FAQ_Sheet_UVC-UVV_DYN.pdf?v=1715181317"">UV Frequently Asked Questions</a> page or view/download the <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/Generic_UV-FM_Spec_Sheet_DYN_801.pdf?v=1715181317"">FM Spec Sheet</a>.</p>",Dynamic AQS,Uncategorized,Fixed Mount UV,ENV,true,Size,"16""",,,,,,,,FM1-16,0.0,,-132,deny,manual,false,false,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/EnviroFM1-16Blue.jpg?v=1744042341,1,,false,,,,lb,,active
activated-carbon-edge-panel,HP-EDGE Replacement Activated Carbon Insert,"HEPA replacement activated carbon insert (optional) (15.5"" x 11.5"" x 1.75"")<br>",Dynamic AQS,Uncategorized,HEPA,"ARS, ASV, BIO, CAD, ECO, ENV, NEX, SLA, SNA, STS",true,Title,Default Title,,,,,,,,HP-EDGE-INSERT,0.0,,-141,deny,manual,true,false,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/Front.jpg?v=1682714038,1,,false,,,,lb,,active
activated-carbon-edge-panel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/Back.jpg?v=1682714782,2,,,,,,,,
lsk-25403-16-2-or-lsk-25403-12-2-uvv-uvc-combo-replacement-lamps,Replacement Lamp Kit for FM3 and RM3 UVC/UVV Systems,"<p>Replacement lamp kit for FM3 and RM3 models:</p>
<p><strong>FM3-16/16/5</strong> or <strong>FM3-12/12/5</strong></p>
<p><strong>RM3-16/16/5</strong> or <strong>RM2-12/12/5</strong></p>
<p>LSK-25403-16-2 (2x 16"" &amp; 5"") or LSK-25403-12-2  (2x 12"" &amp; 5"") UVC/UVV combo Replacement Lamps</p>
<p>Comes with two 16"" or 12"" UVC lamp plus one 5 UVV lamp.</p>
<p><br></p>
<p><br></p>
<p> </p>",Dynamic AQS,Uncategorized,UV Accessories,"ARS, ASV, BIO, CAD, ECO, ENV, NEX, SLA, SNA",true,Size,12 inch,,,,,,,,LSK-25403-12-2,1361.003906185,,-162,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/products/FM316-16-5BulbReplacement900x900.png?v=1660070926,1,,false,,,,lb,,active
lsk-25403-16-2-or-lsk-25403-12-2-uvv-uvc-combo-replacement-lamps,,,,,,,,,16 inch,,,,,,,,LSK-25403-16-2,1361.003906185,,-125,deny,manual,true,true,,,,,,,,,,,,,lb,,
